date,time,latitude,longitude,depth,mag,id,place,type
2023-01-19,04:54:29.603,2.7042,127.0452,35,4.5,us6000jjgz,"152 km NW of Tobelo, Indonesia",earthquake
2023-01-19,03:50:20.204,-12.1655,166.7599,192.329,4.5,us6000jjgw,"190 km SSE of Lata, Solomon Islands",earthquake
2023-01-19,03:50:00.811,-64.4289,174.8642,10,4.6,us6000jjgx,Balleny Islands region,earthquake
2023-01-19,03:30:37.791,-6.6529,104.1805,35,4.4,us6000jjgv,"180 km SW of Bandar Lampung, Indonesia",earthquake
2023-01-19,03:30:07.298,-11.208,166.3807,10,4.5,us6000jjh5,"83 km SE of Lata, Solomon Islands",earthquake
2023-01-19,03:25:24.263,33.7326,137.2728,14.259,4.5,us7000j5ep,"92 km SSE of Toba, Japan",earthquake
2023-01-19,02:27:25.889,17.318,-83.9092,33.145,4.2,us6000jjgu,"172 km NNE of Barra Patuca, Honduras",earthquake
2023-01-19,02:24:56.968,2.9459,127.2927,35,4.2,us6000jjh4,"156 km NNW of Tobelo, Indonesia",earthquake
2023-01-19,02:22:27.212,39.4825,25.8279,10,4.3,us7000j5e7,"32 km WNW of Míthymna, Greece",earthquake
2023-01-19,01:56:16.933,19.8775,120.5851,10,4.3,us6000jjgt,"147 km N of Pagudpud, Philippines",earthquake
2023-01-19,01:41:39.388,25.937,143.0309,10,4.6,us7000j5e6,"Volcano Islands, Japan region",earthquake
2023-01-19,01:36:23.195,2.801,127.2439,35,4.4,us6000jjgs,Molucca Sea,earthquake
2023-01-19,01:17:56.734,12.1382,94.4587,10,4.5,us6000jjgr,"Andaman Islands, India region",earthquake
2023-01-19,01:14:13.410,19.4743333333333,-67.2208333333333,20.2,3.43,pr71393183,"109 km N of San Antonio, Puerto Rico",earthquake
2023-01-19,00:29:12.512,44.2608,-116.217,8.532,2.6,us7000j5dm,"11 km WSW of Smiths Ferry, Idaho",earthquake
2023-01-19,00:07:52.919,44.2853,-116.194,17.284,2.6,us7000j5dk,"8 km WSW of Smiths Ferry, Idaho",earthquake
2023-01-18,22:18:09.600,18.3773,-68.8271,151,4.42,pr2023018000,"16 km ESE of La Romana, Dominican Republic",earthquake
2023-01-18,22:01:27.838,-0.8678,133.6173,35.541,4.4,us7000j5cr,"49 km W of Manokwari, Indonesia",earthquake
2023-01-18,20:57:50.418,2.7796,126.9699,43.006,4.6,us7000j5c1,"163 km NW of Tobelo, Indonesia",earthquake
2023-01-18,20:53:48.693,31.63476374,-104.3991199,6.080151367,2.6,tx2023bgqy,"60 km S of Whites City, New Mexico",earthquake
2023-01-18,20:07:40.106,-17.0224,175.5503,10,4.8,us7000j5bm,"212 km WNW of Lautoka, Fiji",earthquake
2023-01-18,19:55:00.638,2.7058,126.8415,49.823,4.8,us7000j5bk,"168 km NW of Tobelo, Indonesia",earthquake
2023-01-18,19:53:34.200,-21.6883,170.4121,157.305,4.7,us7000j5bj,"262 km E of Tadine, New Caledonia",earthquake
2023-01-18,19:08:56.568,-17.4728,-174.6542,227.978,4.5,us7000j5ba,"148 km NNW of Neiafu, Tonga",earthquake
2023-01-18,18:55:37.987,2.7122,126.963,54.611,4.6,us7000j5aw,"159 km NW of Tobelo, Indonesia",earthquake
2023-01-18,18:22:50.479,38.2879,21.8309,10,4.2,us7000j5al,"1 km NNW of Áno Kastrítsi, Greece",earthquake
2023-01-18,18:19:06.329,62.2092,-123.921,7.001,4.1,us7000j5aj,"Northwest Territories, Canada",earthquake
2023-01-18,18:17:12.622,-24.1049,-179.5264,505.884,4.5,us6000jjf6,south of the Fiji Islands,earthquake
2023-01-18,18:15:36.473,2.6911,126.8984,46.469,4.6,us7000j5ak,"163 km NW of Tobelo, Indonesia",earthquake
2023-01-18,18:03:03.910,-30.3249,-177.3951,10,4.7,us7000j5ah,"Kermadec Islands, New Zealand",earthquake
2023-01-18,17:50:38.171,-16.175,-176.0418,374.169,4.3,us6000jjev,"241 km W of Hihifo, Tonga",earthquake
2023-01-18,17:00:12.933,34.9433,14.1934,10,4.7,us7000j59w,"101 km SSW of Żurrieq, Malta",earthquake
2023-01-18,16:27:48.105,-11.1287,111.6908,10,5.1,us7000j59q,"south of Java, Indonesia",earthquake
2023-01-18,16:10:45.411,-11.1071,111.7867,10,5,us7000j59m,"south of Java, Indonesia",earthquake
2023-01-18,16:06:40.935,2.7327,126.9768,52.938,4.9,us7000j59l,"159 km NW of Tobelo, Indonesia",earthquake
2023-01-18,15:54:46.484,34.8698,14.3276,10,5.1,us7000j59j,"107 km S of Żurrieq, Malta",earthquake
2023-01-18,15:43:30.596,2.9006,127.2076,35,4.9,us7000j59h,Molucca Sea,earthquake
2023-01-18,14:55:50.971,38.4062,45.0078,10,4.4,us7000j59a,"16 km SSE of Khowy, Iran",earthquake
2023-01-18,14:21:40.036,2.7626,127.0525,56.609,4.6,us7000j57n,"156 km NW of Tobelo, Indonesia",earthquake
2023-01-18,14:13:03.356,34.9792,14.2769,10,4.6,us7000j5a4,"96 km S of Żurrieq, Malta",earthquake
2023-01-18,13:55:29.254,2.756,127.0702,47.346,4.5,us7000j57p,"154 km NW of Tobelo, Indonesia",earthquake
2023-01-18,13:39:46.149,2.7773,126.9797,50.613,4.7,us7000j57i,"163 km NW of Tobelo, Indonesia",earthquake
2023-01-18,13:35:12.451,2.6223,126.9865,48.533,4.3,us7000j57g,"150 km NW of Tobelo, Indonesia",earthquake
2023-01-18,11:06:53.603,-13.3931,66.8185,10,5,us7000j579,Mid-Indian Ridge,earthquake
2023-01-18,10:42:40.971,38.4726,44.8342,17.719,4.4,us7000j574,"13 km SW of Khowy, Iran",earthquake
2023-01-18,10:08:12.816,38.4114,44.9348,10,5.8,us7000j56z,Turkey-Iran border region,earthquake
2023-01-18,09:39:07.545,2.6799,126.9773,71.166,4.6,us7000j56y,"155 km NW of Tobelo, Indonesia",earthquake
2023-01-18,09:09:05.320,19.0448333333333,-155.425166666667,36.17,2.58,hv73306517,"16 km E of Naalehu, Hawaii",earthquake
2023-01-18,08:01:26.730,2.6819,127.135,50.817,5.5,us7000j56g,"143 km NW of Tobelo, Indonesia",earthquake
2023-01-18,07:29:00.189,-30.3889,-71.9674,27.633,4.5,us7000j56e,"Near the coast of Coquimbo, Chile",earthquake
2023-01-18,07:28:50.880,35.3228333,-118.5685,3.77,2.79,ci40403560,"24km NNW of Tehachapi, CA",earthquake
2023-01-18,07:20:21.754,2.8548,127.2667,48.792,4.6,us7000j56f,"149 km NNW of Tobelo, Indonesia",earthquake
2023-01-18,07:00:34.116,2.7616,127.0111,35,4.8,us7000j566,"159 km NW of Tobelo, Indonesia",earthquake
2023-01-18,06:30:27.413,63.0486,-148.7177,55.1,2.6,ak023tvfc45,"39 km SSE of Cantwell, Alaska",earthquake
2023-01-18,06:19:13.488,2.8271,127.0886,35,5,us7000j5dp,Molucca Sea,earthquake
2023-01-18,06:06:11.317,2.7347,127.0598,28.566,7,us7000j553,"153 km NW of Tobelo, Indonesia",earthquake
2023-01-18,05:57:19.580,17.9721666666667,-66.8381666666667,16.93,2.73,pr71393123,"3 km SW of Indios, Puerto Rico",earthquake
2023-01-18,05:33:54.470,18.0841666666667,-66.1796666666667,14.26,3.13,pr71393113,"3 km SSW of Cayey, Puerto Rico",earthquake
2023-01-18,04:51:36.954,14.2601,123.0134,10,4.6,us7000j54t,"11 km ENE of Sabang Indan, Philippines",earthquake
2023-01-18,04:33:26.564,24.7915,124.8538,54.834,4.8,us7000j54p,"southwestern Ryukyu Islands, Japan",earthquake
2023-01-18,04:21:57.431,34.9044,14.2658,10,5,us7000j54l,"104 km S of Żurrieq, Malta",earthquake
2023-01-18,04:17:06.969,-1.4513,-15.3787,10,4.6,us6000jjdr,north of Ascension Island,earthquake
2023-01-18,04:06:02.456,-0.2132,97.5504,10,4.3,us6000jjdq,"Kepulauan Batu, Indonesia",earthquake
2023-01-18,04:05:22.800,17.9366666666667,-66.904,13.78,2.85,pr71393103,"3 km S of Guánica, Puerto Rico",earthquake
2023-01-18,03:58:23.726,-13.1094,166.6574,35,4.9,us6000jjdp,"128 km NW of Sola, Vanuatu",earthquake
2023-01-18,03:46:24.171,61.6271,-149.6415,20,2.6,ak023ttqgj5,"2 km W of Meadow Lakes, Alaska",earthquake
2023-01-18,03:40:50.560,36.52633333,-98.6065,6.31,2.49,ok2023bfiv,"14 km WSW of Carmen, Oklahoma",earthquake
2023-01-18,03:26:32.922,24.7752,125.4156,35,4.6,us7000j54d,"11 km ESE of Hirara, Japan",earthquake
2023-01-18,02:20:02.867,14.3601,-91.2682,121.397,4.2,us7000j543,"6 km SE of Río Bravo, Guatemala",earthquake
2023-01-18,01:57:20.960,29.6417,101.7166,35,4.5,us6000jjdw,"46 km SSW of Kangding, China",earthquake
2023-01-18,01:54:23.480,31.62533387,-104.4003803,7.596923828000001,2.6,tx2023bffi,"61 km S of Whites City, New Mexico",earthquake
2023-01-18,01:46:55.746,11.5055,95.1941,10,4.4,us6000jjdm,"267 km E of Port Blair, India",earthquake
2023-01-18,01:41:34.352,52.324,-169.97,35,3.5,us6000jjdn,"Fox Islands, Aleutian Islands, Alaska",earthquake
2023-01-18,00:56:36.983,14.2853,123.2696,10,4.6,us7000j52g,"34 km NE of Mercedes, Philippines",earthquake
2023-01-18,00:34:44.767,-0.0007,123.1832,152.529,6,us7000j511,"61 km SSE of Gorontalo, Indonesia",earthquake
2023-01-18,00:20:04.413,12.9545,-88.9654,61.827,4.1,us7000j510,off the coast of Central America,earthquake
2023-01-18,00:17:14.699,36.10516667,-97.8355,7.46,2.63,ok2023bfcd,"5 km E of Hennessey, Oklahoma",earthquake
2023-01-17,22:11:11.182,0.3371,122.3181,124.933,4.3,us7000j50a,"Minahasa, Sulawesi, Indonesia",earthquake
2023-01-17,22:05:11.580,6.2754,126.0942,137.129,4.5,us7000j509,"13 km SW of Pondaguitan, Philippines",earthquake
2023-01-17,21:42:33.761,-9.0914,148.075,9.858,5.1,us7000j502,"40 km SSW of Popondetta, Papua New Guinea",earthquake
2023-01-17,20:46:36.968,-17.7445,-171.1648,14.633,5,us7000j4z6,Tonga region,earthquake
2023-01-17,19:42:35.040,34.9131,14.2475,10.189,4.2,us7000j4yv,"103 km SSW of Żurrieq, Malta",earthquake
2023-01-17,19:08:33.087,-25.7741,-69.0241,123.977,4.3,us7000j4yj,"Atacama, Chile",earthquake
2023-01-17,18:40:00.409,-16.6678,-73.7684,47.886,4.3,us7000j4yg,"53 km SSW of Atico, Peru",earthquake
2023-01-17,18:39:22.230,14.3416,122.9821,10,4.6,us7000j4z5,"15 km NNE of Sabang Indan, Philippines",earthquake
2023-01-17,18:28:06.338,59.744,-153.1116,106.5,2.7,ak023sf0ptj,"56 km E of Pedro Bay, Alaska",earthquake
2023-01-17,18:05:42.309,-24.614,-70.0847,60.489,4.4,us7000j4y9,"96 km NNE of Taltal, Chile",earthquake
2023-01-17,17:43:06.181,36.5129,52.8992,10,4.5,us7000j4y6,"14 km S of Jūybār, Iran",earthquake
2023-01-17,17:40:58.250,42.1404,-29.2623,9.983,5.1,us7000j4y5,Azores Islands region,earthquake
2023-01-17,16:45:49.021,-7.9938,-74.5533,157.862,4.4,us7000j4x4,"42 km N of Pucallpa, Peru",earthquake
2023-01-17,16:35:26.784,42.6698,-111.7963,5,2.9,us7000j4x3,"9 km SE of Bancroft, Idaho",earthquake
2023-01-17,15:21:19.545,-8.3792,120.4573,10,4.6,us7000j4ww,"25 km N of Ruteng, Indonesia",earthquake
2023-01-17,14:57:00.990,18.252,-66.3821666666667,32.26,2.62,pr71393063,"2 km NNE of Orocovis, Puerto Rico",earthquake
2023-01-17,14:12:33.380,18.7636666666667,-65.1111666666667,17.16,2.67,pr71393058,Virgin Islands region,earthquake
2023-01-17,13:39:00.079,30.1983,130.9092,34.299,4.3,us6000jj7f,"Kyushu, Japan",earthquake
2023-01-17,13:13:57.910,51.2543,178.6883,28.332,4.2,us7000j4vm,"Rat Islands, Aleutian Islands, Alaska",earthquake
2023-01-17,12:59:29.589,30.0275,131.0692,29.325,4.6,us7000j4vk,"56 km ESE of Koshima, Japan",earthquake
2023-01-17,11:53:26.414,-38.2009,-74.0126,21.649,4.4,us7000j4vf,"69 km SW of Cañete, Chile",earthquake
2023-01-17,11:35:38.530,17.9808333333333,-66.9115,13.76,2.59,pr71393043,"0 km SSE of Fuig, Puerto Rico",earthquake
2023-01-17,11:18:11.783,60.0897,-153.3674,153.3,2.5,ak023sasjvo,"53 km NE of Pedro Bay, Alaska",earthquake
2023-01-17,10:35:29.924,60.1071,-153.4663,175.3,2.5,ak023saaswd,"48 km ESE of Port Alsworth, Alaska",earthquake
2023-01-17,09:59:25.642,-8.1443,-71.3375,635.507,4.3,us7000j4v4,"63 km W of Tarauacá, Brazil",earthquake
2023-01-17,09:55:23.710,18.0075,-66.7651666666667,14.1,2.56,pr71393028,"1 km SSE of Magas Arriba, Puerto Rico",earthquake
2023-01-17,09:47:59.525,-2.9361,140.0085,35,4.2,us7000j4v3,"78 km WSW of Abepura, Indonesia",earthquake
2023-01-17,09:40:38.044,-35.0251,-106.9762,10,4.9,us7000j4v2,southern East Pacific Rise,earthquake
2023-01-17,09:38:48.034,-15.3297,-172.8909,10,4.9,us7000j4v1,Samoa Islands region,earthquake
2023-01-17,09:22:17.850,19.0155,-67.8471666666667,4.89,3.25,pr71393038,"75 km NE of Punta Cana, Dominican Republic",earthquake
2023-01-17,09:08:05.370,40.4,-125.1436667,10,2.8,nc73833076,"73km W of Petrolia, CA",earthquake
2023-01-17,08:28:17.720,17.9611666666667,-66.919,14.78,2.45,pr71393018,"1 km SW of Guánica, Puerto Rico",earthquake
2023-01-17,08:07:48.550,17.8565,-67.2413333333333,17.87,2.48,pr71393013,Puerto Rico region,earthquake
2023-01-17,07:37:56.336,44.0344,142.3295,14.888,4.4,us7000j4ug,"29 km N of Asahikawa, Japan",earthquake
2023-01-17,06:19:02.843,82.0006,-5.0037,10,4.9,us7000j4u9,north of Svalbard,earthquake
2023-01-17,04:50:45.368,-1.8101,99.6227,35,4.3,us6000jj6z,"125 km SW of Padang, Indonesia",earthquake
2023-01-17,04:48:15.283,58.13,-137.5048,16.8,4.4,ak023s6syd5,Southeastern Alaska,earthquake
2023-01-17,04:36:12.673,-9.0557,112.5281,64.982,5,us7000j4u0,"south of Java, Indonesia",earthquake
2023-01-17,04:11:56.797,-28.2104,-178.2388,215.956,4,us6000jj74,Kermadec Islands region,earthquake
2023-01-17,03:19:11.430,18.6346666666667,-65.2125,81.52,3.37,pr71392998,Puerto Rico region,earthquake
2023-01-17,03:07:54.116,-5.0593,127.8237,329.509,4.3,us6000jj78,"155 km SSW of Ambon, Indonesia",earthquake
2023-01-17,02:38:43.926,29.5708,141.0473,109.32,4.6,us7000j4tp,"Izu Islands, Japan region",earthquake
2023-01-17,02:09:35.866,-3.8968,128.4524,130.784,4.8,us7000j4ti,"37 km SE of Ambon, Indonesia",earthquake
2023-01-17,01:49:09.000,40.4013333,-124.1363333,23.93,2.64,nc73832996,"11km SSW of Rio Dell, CA",earthquake
2023-01-17,01:00:19.418,-40.662,44.9473,10,4.4,us6000jj73,Southwest Indian Ridge,earthquake
2023-01-17,00:06:19.140,-18.0535,168.2098,10,4.6,us7000j4t1,"36 km SSW of Port-Vila, Vanuatu",earthquake
2023-01-16,23:30:56.910,18.9401666666667,-65.0773333333333,20.28,3.32,pr71392973,"68 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2023-01-16,23:27:46.110,19.2503333333333,-155.3985,32.43,2.67,hv73305377,"9 km ENE of Pāhala, Hawaii",earthquake
2023-01-16,23:13:36.510,40.504,-124.4266667,17.62,2.65,nc73832961,"16km WSW of Ferndale, CA",earthquake
2023-01-16,21:57:38.829,14.4102,122.9956,10,5.2,us7000j4sk,"22 km NNE of Sabang Indan, Philippines",earthquake
2023-01-16,21:30:07.953,-10.9927,166.1624,11.316,4.8,us7000j4sf,Santa Cruz Islands,earthquake
2023-01-16,20:54:59.952,-6.9885,129.4188,138.936,4.3,us6000jj5b,Banda Sea,earthquake
2023-01-16,20:54:54.831,-15.4864,-70.3849,215.161,4.6,us7000j4s5,"15 km S of Lampa, Peru",earthquake
2023-01-16,20:20:12.456,23.5913,92.4156,10,4.1,us7000j4s0,"34 km SW of Sairang, India",earthquake
2023-01-16,19:48:18.590,18.283,-68.9065,114,4.1,pr2023016000,"17 km SSE of La Romana, Dominican Republic",earthquake
2023-01-16,19:08:52.429,-14.773,167.3973,130.921,4.3,us6000jj52,"45 km NE of Port-Olry, Vanuatu",earthquake
2023-01-16,18:24:31.520,18.9903333333333,-64.9826666666667,20.16,2.97,pr71392928,Virgin Islands region,earthquake
2023-01-16,18:23:23.791,41.4606,20.0582,9.425,4.3,us7000j4rc,"5 km SSW of Klos, Albania",earthquake
2023-01-16,17:43:27.373,61.7193,-149.5721,25.4,4.6,ak023qqz70l,"10 km N of Meadow Lakes, Alaska",earthquake
2023-01-16,17:20:26.965,60.9132,-147.3225,31.4,2.6,ak023qqu9l4,"35 km W of Tatitlek, Alaska",earthquake
2023-01-16,17:18:10.256,-3.1282,136.5175,35,4.4,us7000j4q6,"115 km ENE of Nabire, Indonesia",earthquake
2023-01-16,17:13:43.491,51.7982,178.258,113.132,4.1,us6000jj51,"Rat Islands, Aleutian Islands, Alaska",earthquake
2023-01-16,17:03:35.120,-41.535,-85.2349,10,4.6,us6000jj56,West Chile Rise,earthquake
2023-01-16,16:42:35.110,18.0285,-66.9946666666667,7.91,2.65,pr71392908,"5 km WSW of Liborio Negron Torres, Puerto Rico",earthquake
2023-01-16,16:14:38.512,-0.8968,146.8626,10,4.5,us6000jj50,"133 km NNW of Lorengau, Papua New Guinea",earthquake
2023-01-16,16:12:56.580,18.9011666666667,-65.6195,109.1,3.4,pr71392898,"57 km NNE of Vieques, Puerto Rico",earthquake
2023-01-16,15:47:40.574,-24.4747,-67.0711,168.322,4.9,us7000j4pm,"81 km WSW of San Antonio de los Cobres, Argentina",earthquake
2023-01-16,14:02:58.753,23.9367,122.3511,24.153,4.3,us7000j4pd,"76 km E of Hualien City, Taiwan",earthquake
2023-01-16,14:02:39.514,23.9304,122.428,26.588,4,us6000jj4u,"83 km SW of Yonakuni, Japan",earthquake
2023-01-16,13:31:22.789,-3.1103,142.0154,31.681,4.3,us6000jj4t,"37 km W of Aitape, Papua New Guinea",earthquake
2023-01-16,13:10:03.973,-8.9708,115.5095,101.182,4.3,us6000jj4s,"35 km ESE of Nusa Dua, Indonesia",earthquake
2023-01-16,12:10:24.184,43.278,144.4079,132.925,4.3,us7000j4p4,"33 km N of Kushiro, Japan",earthquake
2023-01-16,11:44:59.521,35.7022,80.2482,10,4.3,us7000j4p0,"158 km S of Hotan, China",earthquake
2023-01-16,11:43:18.410,14.0422,-89.8553,10,4,us7000j4ny,Guatemala,earthquake
2023-01-16,11:29:41.803,35.7622,80.0515,10,4.2,us7000j4nw,"149 km S of Hotan, China",earthquake
2023-01-16,11:10:29.305,52.0098,-173.3985,68,3.7,ak023qn7j4c,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2023-01-16,10:15:09.455,-41.6122,-88.4064,10,4.9,us7000j4np,West Chile Rise,earthquake
2023-01-16,09:42:35.151,30.5523,138.4329,409.369,4.2,us7000j4nl,"Izu Islands, Japan region",earthquake
2023-01-16,09:35:09.879,62.9836,-150.3743,98.3,2.6,ak023qm5z4m,"57 km NNE of Petersville, Alaska",earthquake
2023-01-16,07:50:32.314,-21.8061,-68.5563,80.783,5,us7000j4na,Chile-Bolivia border region,earthquake
2023-01-16,07:46:44.812,38.1396,-117.9805,11.6,2.5,nn00854906,"30 km SSE of Mina, Nevada",earthquake
2023-01-16,07:41:00.458,-32.578,-71.6813,35,4.3,us7000j4n5,"Near the coast of Valparaiso, Chile",earthquake
2023-01-16,07:18:50.150,13.1713,-89.5353,64.735,4.3,us7000j4mz,"41 km SSW of La Libertad, El Salvador",earthquake
2023-01-16,07:12:28.705,-14.7458,166.8888,11.805,4.9,us7000j4n4,"38 km NNW of Port-Olry, Vanuatu",earthquake
2023-01-16,07:01:50.075,64.0929,-152.0002,20.1,2.5,ak023qkrwpr,"27 km NNE of Lake Minchumina, Alaska",earthquake
2023-01-16,04:49:52.130,28.9867,139.3614,405,6.3,us7000j4mj,"Bonin Islands, Japan region",earthquake
2023-01-16,04:47:12.542,14.1077,-89.8307,7.797,5,us7000j4mi,"3 km S of Zapotitlán, Guatemala",earthquake
2023-01-16,04:20:56.021,56.6409,-156.1193,48.7,2.6,ak023qj3oyq,"123 km WSW of Akhiok, Alaska",earthquake
2023-01-16,03:51:36.346,-7.902,128.4287,63.912,4.3,us7000j4md,"171 km ENE of Lospalos, Timor Leste",earthquake
2023-01-16,03:43:37.950,37.5238333,-118.7866667,5.85,2.63,nc73832651,"10km WSW of Toms Place, CA",earthquake
2023-01-16,02:57:20.300,39.5778333,-111.4533333,9.58,2.6,uu60529782,"3 km N of Mount Pleasant, Utah",earthquake
2023-01-16,02:52:39.250,39.578,-111.4526667,9,2.7,uu60529777,"3 km N of Mount Pleasant, Utah",earthquake
2023-01-16,02:05:13.310,52.2692,-169.8221,10.5,3.6,ak023qhtiwp,"98 km SW of Nikolski, Alaska",earthquake
2023-01-16,01:54:02.872,14.1329,-89.7929,4.785,4.5,us7000j4ly,"3 km E of Zapotitlán, Guatemala",earthquake
2023-01-16,01:24:49.440,17.9,-66.8225,6.87,2.68,pr71392848,"10 km S of Indios, Puerto Rico",earthquake
2023-01-16,00:47:11.250,18.8376666666667,-64.9961666666667,21.31,3.41,pr71392843,"55 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2023-01-16,00:03:40.580,53.362,-165.2123,35,3,us7000j4lq,"93 km SSE of Akutan, Alaska",earthquake
2023-01-15,23:55:32.663,-0.1511,-24.8509,10,4.5,us6000jixd,central Mid-Atlantic Ridge,earthquake
2023-01-15,23:21:28.480,18.7498,-68.3301,67,3.73,pr2023015002,Mona Passage,earthquake
2023-01-15,23:07:53.810,14.0219,-89.7986,10,5.2,us7000j4ld,"7 km NW of Atiquizaya, El Salvador",earthquake
2023-01-15,22:51:35.920,37.2951667,-120.028,16.43,3.38,nc73832526,"21km ENE of Le Grand, CA",earthquake
2023-01-15,22:29:58.919,2.0042,98.0141,37,6.2,us7000j4kr,"40 km SE of Singkil, Indonesia",earthquake
2023-01-15,22:25:37.664,-6.9435,129.8684,99.525,4.5,us7000j4kq,Banda Sea,earthquake
2023-01-15,21:46:29.715,28.1219,104.9123,35.52,4.1,us6000jixf,"eastern Sichuan, China",earthquake
2023-01-15,21:45:41.552,41.5072,19.9862,10,4.1,us7000j4kl,Albania,earthquake
2023-01-15,21:37:21.578,41.4531,19.9981,16.048,4.9,us7000j4kh,Albania,earthquake
2023-01-15,20:12:53.243,32.00720848,-103.8163168,7.674047852000001,3.3,tx2023bbdb,"34 km SE of Malaga, New Mexico",earthquake
2023-01-15,19:47:40.472,-54.1684,140.4939,10,4.7,us6000jix7,west of Macquarie Island,earthquake
2023-01-15,19:41:51.878,-5.508,152.2043,38.905,4.3,us6000jix8,"129 km S of Kokopo, Papua New Guinea",earthquake
2023-01-15,18:48:41.232,-23.788,-179.7079,519.284,4.4,us6000jix3,south of the Fiji Islands,earthquake
2023-01-15,18:21:38.233,31.73814331,-104.2486783,8.085375977,2.5,tx2023bazj,"50 km SSE of Whites City, New Mexico",earthquake
2023-01-15,17:59:19.869,0.7556,-77.3987,9.7,4.3,us7000j4jw,"17 km SE of Córdoba, Colombia",earthquake
2023-01-15,17:57:31.090,19.048,-67.3623,43,3.45,pr2023015001,Mona Passage,earthquake
2023-01-15,17:56:00.369,-23.8534,-111.8992,10,4.7,us6000jix2,Easter Island region,earthquake
2023-01-15,17:38:02.230,-5.4286,146.9684,214.358,4.2,us6000jix1,"132 km E of Madang, Papua New Guinea",earthquake
2023-01-15,17:36:47.239,-17.7086,179.9179,617.888,4.5,us7000j4js,"75 km ENE of Levuka, Fiji",earthquake
2023-01-15,17:09:39.111,-22.8221,179.1971,582.579,5,us7000j4jq,south of the Fiji Islands,earthquake
2023-01-15,16:57:02.957,57.5615,-153.1782,61,3.3,ak023p2xd4w,"33 km WSW of Womens Bay, Alaska",earthquake
2023-01-15,16:25:27.570,41.1779,142.3193,56.912,4.9,us7000j4jn,"93 km E of Mutsu, Japan",earthquake
2023-01-15,15:59:39.864,1.504,127.2611,138.509,4.9,us7000j4jj,"80 km N of Ternate, Indonesia",earthquake
2023-01-15,14:10:32.657,31.73307935,-104.2502568,7.005639647999999,2.5,tx2023bard,"50 km SSE of Whites City, New Mexico",earthquake
2023-01-15,13:55:16.858,38.4004,75.2518,140.89,4.2,us7000j4j3,"115 km ENE of Murghob, Tajikistan",earthquake
2023-01-15,13:15:39.780,47.3884,153.1104,65.425,4.7,us7000j4ix,Kuril Islands,earthquake
2023-01-15,12:28:15.040,11.4334,124.6663,10,4.8,us7000j4it,"Leyte, Philippines",earthquake
2023-01-15,12:05:26.120,20.2558333333333,-155.588166666667,31.77,2.68,hv73304227,"14 km N of Kukuihaele, Hawaii",earthquake
2023-01-15,12:04:17.421,-14.9531,166.8895,29.099,5.6,us7000j4ij,"22 km WNW of Port-Olry, Vanuatu",earthquake
2023-01-15,11:37:36.959,25.036,125.8199,42.637,5,us7000j4if,"58 km ENE of Hirara, Japan",earthquake
2023-01-15,11:32:35.700,36.0741667,-117.8838333,4.66,2.48,ci40402808,"7km ENE of Coso Junction, CA",earthquake
2023-01-15,11:27:15.870,-8.7175,-74.3836,165.819,4.5,us7000j4ib,Central Peru,earthquake
2023-01-15,09:37:11.920,36.0906667,-121.726,17.8,2.45,nc73832206,"16km WNW of Lopez Point, CA",earthquake
2023-01-15,09:08:55.891,61.6343,-151.8413,101.6,3,ak023oygxu7,"46 km SSW of Skwentna, Alaska",earthquake
2023-01-15,08:43:28.700,18.6873333333333,-67.0185,53.5,2.91,pr71392778,Puerto Rico region,earthquake
2023-01-15,07:51:39.185,-11.347,166.4131,156.506,4.7,us7000j4hl,"96 km SE of Lata, Solomon Islands",earthquake
2023-01-15,07:42:44.761,10.6798,-40.9794,10,4.7,us7000j4hp,northern Mid-Atlantic Ridge,earthquake
2023-01-15,07:32:17.694,1.6625,126.619,71.456,4.5,us7000j4hj,"128 km NW of Ternate, Indonesia",earthquake
2023-01-15,06:41:36.190,18.189,-68.3805,82,3.74,pr2023015000,"31 km SE of Boca de Yuma, Dominican Republic",earthquake
2023-01-15,06:18:24.989,19.3853,145.3354,203.295,4.7,us7000j4hd,"Maug Islands region, Northern Mariana Islands",earthquake
2023-01-15,05:52:49.970,18.1403333333333,-66.9365,16.79,2.5,pr71392753,Puerto Rico,earthquake
2023-01-15,05:32:27.543,-15.5396,168.1451,23.602,5.2,us7000j4gz,"99 km NE of Norsup, Vanuatu",earthquake
2023-01-15,04:42:15.080,29.9713,139.1868,397.549,5.2,us7000j4gm,"Izu Islands, Japan region",earthquake
2023-01-15,04:32:55.560,-17.9034,168.4539,151.267,4.8,us7000j4gk,"23 km SE of Port-Vila, Vanuatu",earthquake
2023-01-15,04:03:06.634,21.9399,96.0213,10,4.3,us6000jiwk,"7 km WSW of Mandalay, Myanmar",earthquake
2023-01-15,03:36:28.193,38.4173,39.1302,10,4.7,us7000j4gh,"14 km NE of Doğanyol, Turkey",earthquake
2023-01-15,03:35:31.271,-6.3735,128.0365,348.532,4.4,us6000jiwi,"263 km NNE of Lospalos, Timor Leste",earthquake
2023-01-15,02:37:57.668,16.1159,-87.062,10,4.5,us7000j4gd,offshore Honduras,earthquake
2023-01-15,02:11:03.666,-13.4958,168.8074,10,4.6,us6000jiwf,Vanuatu,earthquake
